Cod Int;Descri��o;Classifica��o;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observa��es;
57119;CR DENT SENSODYNE ORIGINAL 90G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 12,91; R$ -   ;Ok;
69464;CR DENT SENSODYNE PROT COMPLET C/90G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 12,89; R$ -   ;Ok;
57527;CR DENT SENSODYNE RAPIDO ALIV 50G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 13,82; R$ -   ;Ok;
118471;CR DENT SENSODYNE ULTRA PROTECAO 20G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;25;25;0;R$ 2,36; R$ -   ;Ok;
65430;CR DENTAL  BARBIE 6+ LV3 PG2 50G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CREME DENTAL INFANTI;1;0;-1;R$ 9,27;-R$ 9,27;Perda;
61278;CR FAC CICATRICURE ANTIRRUGAS 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;1;-3;R$ 39,32;-R$ 117,96;Ajustado;
62724;CR FAC CICATRICURE ANTISSINAIS 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 25,95; R$ -   ;Ok;
65891;CR FAC NEUTROGENA ANTISSINAIS FPS22 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 36,69; R$ -   ;Ok;
70322;CR FAC VULT  CUIDADOS FACIAIS 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;6;6;0;R$ 18,19; R$ -   ;Ok;
70306;CR FAC VULT REPARADOR 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;5;5;0;R$ 18,19; R$ -   ;Ok;
57133;CR FIX COREGA  ULTRA MENTA 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 38,78; R$ -   ;Ok;
57134;CR FIX COREGA ULTRA  S/SABOR 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;2;-1;R$ 44,02;-R$ 44,02;Perda;
57135;CR FIX COREGA ULTRA S/SABOR 19G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 20,16; R$ -   ;Ok;
71617;CR FIX COREGA ULTRA S/SABOR 40G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 34,48; R$ -   ;Ok;
63028;CR FIX DENTALFIX  S/SABOR 68G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;1;1;0;R$ 28,27; R$ -   ;Ok;
60832;CR FIX DENTALFIX MENTA 20G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;3;3;0;R$ 13,04; R$ -   ;Ok;
60833;CR FIX DENTALFIX S/SABOR 20G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;4;3;-1;R$ 12,97;-R$ 12,97;Perda;
62929;CR HID CERAVE  PL SECA 454G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 78,12; R$ -   ;Ok;
62930;CR HID CERAVE PL SECA 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;4;0;R$ 65,67; R$ -   ;Ok;
64326;CR HID CERAVE PL SECA E EXT SECA 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 36,35; R$ -   ;Ok;
61343;CR HID DIABETTX PL SECA E EXTRA SECA 350G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 37,66; R$ -   ;Ok;
60522;CR HID GOICOECHEA ARNICA 400G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 33,62; R$ -   ;Ok;
1255;CR HID UREPEL 100MG/G 60G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;2;2;0;R$ 22,58; R$ -   ;Ok;
71261;CR HID VULT UNIFORMIZADOR 7EM1 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;8;8;0;R$ 16,64; R$ -   ;Ok;
65730;CR LA KESIA PRO 10MG/G ANTIFUN 20G;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ANTISEPTICOS/IRRITAC;1;1;0;R$ 23,82; R$ -   ;Ok;
59548;CR P/ASSAD TURMA DA XUXINHA AMENDOAS 90G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ASSADURAS;1;1;0;R$ 16,80; R$ -   ;Ok;
59547;CR P/ASSADTURMA DA XUXINHA OLEO DE AMENDOA 45G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ASSADURAS;3;3;0;R$ 10,32; R$ -   ;Ok;
63723;CR PENT GIOVANA BABY DESEMBARAC 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 12,00; R$ -   ;Ok;
60985;CR PENT S.LINE BRILHO MAXIM 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 29,25; R$ -   ;Ok;
60978;CR PENT S.LINE DEF INTENSA 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 29,25; R$ -   ;Ok;
64187;CR PENT S.LINE INF MEU. LIS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 11,20; R$ -   ;Ok;
72504;CR PENT SALON LINE DEF ULTRA VOL 1KG;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CONDICIONADOR INFANT;2;2;0;R$ 29,25; R$ -   ;Ok;
72505;CR PENT SALON LINE GEL + DEF 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 29,25; R$ -   ;Ok;
63540;CR PENT SALON LINE RECONST INT 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 28,65; R$ -   ;Ok;
118498;CR PENT SEDA BOOM DEF. FLEXIVEL 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 15,20; R$ -   ;Ok;
57549;CR PENT SEDA CERAMIDAS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 5,86; R$ -   ;Ok;
66380;CR PENT SEDA JUNTINHOS MOANA CACHOS ENC 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 6,86; R$ -   ;Ok;
72053;CR PENT VULT  CACHOS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 18,50; R$ -   ;Ok;
72510;CR PENT VULT CRESPOS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 17,79; R$ -   ;Ok;
58927;CR PENT YAMASTEROL OLEO DE ARGAN 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 4,67; R$ -   ;Ok;
61647;CR REP CICAPLAST BAUME 20ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;4;4;0;R$ 41,05; R$ -   ;Ok;
108990;CR SALON LINE HIDRA KIDS 4EM1 300ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > LINHA INFANTIL;1;1;0;R$ 10,14; R$ -   ;Ok;
72485;CR TRAT DOVE RECONSTRUÇAO 270G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 27,12; R$ -   ;Ok;
63901;CR TRAT PANTENE  BAMBU 600ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 24,00; R$ -   ;Ok;
66485;CR TRAT PANTENE COLAGENO 550ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;7;7;0;R$ 24,98; R$ -   ;Ok;
63621;CR TRAT PANTENE HIDRAT 270ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;6;6;0;R$ 19,88; R$ -   ;Ok;
63716;CR TRAT SKALA  MAIS CACH 2EM1 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 11,95; R$ -   ;Ok;
58793;CR TRAT SKALA ABACATE 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 11,19; R$ -   ;Ok;
59012;CR TRAT SKALA BABOSA 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 11,19; R$ -   ;Ok;
63510;CR TRAT SKALA DIVINO POTAO 2EM1 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 11,95; R$ -   ;Ok;
70949;CR UREIA OAZ 10% 150ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;4;0;R$ 24,41; R$ -   ;Ok;
118922;CREAFORT CREAPURE VITAFOR 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;2;2;0;R$ 161,61; R$ -   ;Ok;
60343;CREATINA  INTEGRALMEDICA HARDCORE 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;9;9;0;R$ 63,30; R$ -   ;Ok;
71369;CREATINA INTEGRALMEDICA HARDCORE 150G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;2;2;0;R$ 38,24; R$ -   ;Ok;
107175;CREATINA MAX TITANIUM GLUTEN FREE 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;2;2;0;R$ 61,36; R$ -   ;Ok;
118923;CREATINE VITAFOR 300G;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;4;4;0;R$ 92,97; R$ -   ;Ok;
118725;CREME CAPILAR ELSEVE INTENSI ALINHADOR  LISO DOS SONHOS 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 19,58; R$ -   ;Ok;
67706;CREME CAPILAR NOTURNO ELSEVE CACHOS LONGOS DOS SONHOS 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 27,74; R$ -   ;Ok;
68390;CREME CAPILAR NUTRITIVO ELSEVE CACHOS LONGOS DOS SONHOS 300G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 19,13; R$ -   ;Ok;
67123;CREME CONTRA ASSADURAS GERIADERM 120G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ASSADURAS;3;3;0;R$ 22,81; R$ -   ;Ok;
111312;CREME DEFRIZANTE DABELLE LISO ARRASADOR 190ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;4;4;0;R$ 19,29; R$ -   ;Ok;
61745;CREME DENTAL CLOSEUP TRIPLE MENTA 70G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;1;4;3;R$ 2,48;R$ 7,44;Sobra;
63662;CREME DENTAL COLGATE SENSITIVE PRO ALIVIO IMED ORIGINAL 60G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;2;2;0;R$ 7,21; R$ -   ;Ok;
62524;CREME DENTAL COLGATE SENSITIVE PRO ALIVIO IMED ORIGINAL 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;2;2;0;R$ 12,08; R$ -   ;Ok;
57525;CREME DENTAL ORAL B 3D WHITE BRILLIANT FRESH 70G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CREMES DENTAIS ADULT;19;22;3;R$ 8,05;R$ 24,15;Sobra;
125644;CREME DEPILATORIO BANHO VEET PELE SENSIVEL 150ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 32,24; R$ -   ;Ok;
58162;CREME FACIAL ANTISSINAIS NIVEA DIA PELE MISTA A OLEOSA 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 35,19; R$ -   ;Ok;
71880;CREME FACIAL NIVEA ANTISSINAIS 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;2;-1;R$ 16,62;-R$ 16,62;Perda;
63292;CREME FACIAL NIVEA Q10 ENERGY VIT C + E DIA FPS 15 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 40,40; R$ -   ;Ok;
62281;CREME HIDRATANTE FACIAL NIVEA ANTISSINAIS 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 27,50; R$ -   ;Ok;
66570;CREME HIDRATANTE FACIAL NIVEA BELEZA RADIANTE 7 EM 1 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;2;2;0;R$ 23,50; R$ -   ;Ok;
62282;CREME HIDRATANTE FACIAL NIVEA NUTRITIVO KARITE 100G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 26,49; R$ -   ;Ok;
57538;CREME HIDRATANTE NIVEA LATA 56G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;3;3;0;R$ 15,84; R$ -   ;Ok;
69429;CREME HIDRATANTE P/MAOS INSTANCE FRUTAS VERMELHAS 30G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 13,27; R$ -   ;Ok;
73148;CREME PARA ASSADURAS HUGGIES SUPREME CARE 30G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ASSADURAS;3;3;0;R$ 14,11; R$ -   ;Ok;
62483;CREME PARA BARBEAR NIVEA SENSITIVE 2 EM 1 65G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CERAS E ESPUMAS;2;2;0;R$ 12,13; R$ -   ;Ok;
64044;CREME PARA MAOS NIVEA 3 EM 1 REPARACAO 75G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 17,45; R$ -   ;Ok;
67869;CREME PENTEAR ELSEVE CACHOS LONGO DOS SONHOS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 15,04; R$ -   ;Ok;
65022;CREME PENTEAR ELSEVE HIDRA HIALURONICO 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 12,77; R$ -   ;Ok;
62613;CREME PENTEAR ELSEVE LONGO DOS SONHOS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 12,74; R$ -   ;Ok;
59774;CREME PENTEAR ELSEVE OLEO NUTRICAO INTENSA 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 12,77; R$ -   ;Ok;
57535;CREME PENTEAR ELSEVE REPARACAO TOTAL 5+ 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 15,04; R$ -   ;Ok;
118726;CREME PENTEAR LOREAL PARIS ELSEVE LISO DOS SONHOS 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;1;-1;R$ 14,42;-R$ 14,42;Perda;
61939;CREME PENTEAR NIELY GOLD NUTRICAO PODEROSA 250ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 7,81; R$ -   ;Ok;
58455;CREME PENTEAR NIELY GOLD POS-QUIMICA 280G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 7,81; R$ -   ;Ok;
63896;CREME PENTEAR PANTENE BAMBU 240G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 11,03; R$ -   ;Ok;
118837;CREME PENTEAR PANTENE BIOTINAMINA ANTIQUEDA 240G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 12,77; R$ -   ;Ok;
61958;CREME PENTEAR PANTENE HIDRATACAO 240G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 12,77; R$ -   ;Ok;
59900;CREME PENTEAR PANTENE REPARA 240G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 12,77; R$ -   ;Ok;
63933;CREME PENTEAR SALON LINE DEFINICAO MAXIMA 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 27,82; R$ -   ;Ok;
72466;CREME PENTEAR SALON LINE KIDS CACHINHOS MELANCIA 1KG;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CONDICIONADOR INFANT;1;1;0;R$ 26,50; R$ -   ;Ok;
72467;CREME PENTEAR SALON LINE KIDS CACHINHOS SEM NOS 1KG;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CONDICIONADOR INFANT;2;2;0;R$ 23,46; R$ -   ;Ok;
72503;CREME PENTEAR SALON LINE KIDS CACHINHOS UVA 1KG;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > CONDICIONADOR INFANT;3;3;0;R$ 27,32; R$ -   ;Ok;
62197;CREME PENTEAR SALON LINE KIDS SOS CACHOS HIDRATACAO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 12,80; R$ -   ;Ok;
63271;CREME PENTEAR SALON LINE NUTRICAO REPARADORA 1KG;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 29,25; R$ -   ;Ok;
111909;CREME PENTEAR SEDA LUMINOSO UV 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 7,28; R$ -   ;Ok;
119362;CREME PENTEAR SEDA TOQUE DE SEDA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 6,84; R$ -   ;Ok;
70472;CREME PENTEAR SIAGE COMBATE O FRIZZ 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 32,40; R$ -   ;Ok;
118821;CREME PENTEAR SIAGE DEFINICAO PRO CRONOLOGY CURVA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 37,92; R$ -   ;Ok;
65172;CREME PENTEAR SIAGE RECONSTROI OS FIOS 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 37,86; R$ -   ;Ok;
118822;CREME PENTEAR SIAGE VOLUME PRO CRONOLOGY CURVA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;3;3;0;R$ 37,92; R$ -   ;Ok;
118557;CREME PREVENTIVO DE ASSADURAS BEBE JOAO E MARIA 40G;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > LINHA INFANTIL;1;1;0;R$ 8,99; R$ -   ;Ok;
1511;CREVAGIN 40G C/7APL;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;2;2;0;R$ 39,61; R$ -   ;Ok;
102992;CRISP BAR LEITE NINO CR DE AVELA;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;11;11;0;R$ 6,63; R$ -   ;Ok;
681;CROMOLERG 4%SOL OFT 5ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 15,29; R$ -   ;Ok;
70219;CRONOBE COMPLEX 100MG + 100MG + 5000MCG C/30 CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 73,62; R$ -   ;Ok;
72440;CRONOBE COMPLEX 100MG + 100MG + 5000MCG INJ C/ 03AMP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;12;12;0;R$ 18,53; R$ -   ;Ok;
102218;CRONOPLEX SOLUÇÃO 7,5MG POR ML;PRINCIPAL > 3 - SIMILARES > SIM_OTC/MIP;1;1;0;R$ 8,64; R$ -   ;Ok;
57555;CURAT BAND-AID PEQ FERIM C/ 16UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 7,64; R$ -   ;Ok;
57556;CURAT BAND-AID TRANSPARENTE C/ 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;15;14;-1;R$ 5,79;-R$ 5,79;Perda;
57557;CURAT BAND-AID TRANSPARENTE C/ 40UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;3;3;0;R$ 12,71; R$ -   ;Ok;
58382;CURAT CREMER  BEGE 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;5;4;-1;R$ 3,78;-R$ 3,78;Perda;
63551;CURAT CREMER  MINIONS 25UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;2;2;0;R$ 10,87; R$ -   ;Ok;
58381;CURAT CREMER  TRANSPARENTE 10UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;5;5;0;R$ 3,39; R$ -   ;Ok;
58387;CURAT CREMER ACNES E ESPINHAS C/24UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;1;1;0;R$ 12,80; R$ -   ;Ok;
56965;CURAT CREMER BEGE 40UND;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > ESPARADRAPOS E CURAT;1;0;-1;R$ 8,73;-R$ 8,73;Perda;
