Cod Int;Descri��o;Classifica��o;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observa��es;
72573;LOC HID PAMPERS BABYTOPIA 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > HIDRATANTES INFANTIS;3;3;0;R$ 38,51; R$ -   ;Ok;
63708;LOC HIDRAT UREPEL 10% 150ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;1;1;0;R$ 28,34; R$ -   ;Ok;
61604;LOC POS SOL CALAMED AEROSSOL 150ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;1;1;0;R$ 19,15; R$ -   ;Ok;
64021;LOCAO HIDRATANTE CORPO E FACE DERMOVANCE S 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 98,80; R$ -   ;Ok;
57749;LOCAO HIDRATANTE CORPORAL NIVEA LOTION EXPRESS;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;2;2;0;R$ 14,84; R$ -   ;Ok;
119396;LOCAO HIDRATANTE CORPORAL PAMPERS RELAXAMENTO 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SABONETES INFANTIS;2;2;0;R$ 28,50; R$ -   ;Ok;
119464;LOCAO HIDRATANTE FACIAL CERAVE OIL CONTROL 52G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > DERMOCOSMETICOS;1;1;0;R$ 81,85; R$ -   ;Ok;
118376;LOCAO HIDRATANTE FISIOGEL A+E 475ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 44,83; R$ -   ;Ok;
60271;LOCAO HIDRATANTE HIDRAMAIS AMENDOAS 500 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;14;14;0;R$ 10,33; R$ -   ;Ok;
60270;LOCAO HIDRATANTE HIDRAMAIS AVEIA 500 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;6;6;0;R$ 9,96; R$ -   ;Ok;
72002;LOCAO HIDRATANTE HIDRAMAIS CEREJA E AVELA 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 10,14; R$ -   ;Ok;
60095;LOCAO HIDRATANTE HIDRAMAIS COLAGENO E VITAMINA 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;7;7;0;R$ 9,96; R$ -   ;Ok;
72003;LOCAO HIDRATANTE HIDRAMAIS FLOR DE CEREJEIRA 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;7;7;0;R$ 10,33; R$ -   ;Ok;
60267;LOCAO HIDRATANTE HIDRAMAIS FRUTAS VERMELHAS 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;1;1;0;R$ 12,01; R$ -   ;Ok;
59736;LOCAO HIDRATANTE HIDRAMAIS PERFUME BEBE C/ 500 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;4;4;0;R$ 10,78; R$ -   ;Ok;
67147;LOCAO HIDRATANTE NIVEA BELEZA RADIANTE CUIDADO INTENSO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;4;4;0;R$ 14,85; R$ -   ;Ok;
69906;LOCAO HIDRATANTE NIVEA BODY SOFT MILK 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 14,46; R$ -   ;Ok;
60264;LOCAO HIDRATANTE NIVEA FIRMADOR Q10 + VITAMINA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 35,15; R$ -   ;Ok;
57748;LOCAO HIDRATANTE NIVEA FIRMADOR Q10 + VITAMINA C 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;1;1;0;R$ 19,86; R$ -   ;Ok;
57752;LOCAO HIDRATANTE NIVEA MILK PELE SECA A EXTRASSECA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > HIDRATANTES;3;3;0;R$ 22,95; R$ -   ;Ok;
118486;LOCAO HIDRATANTE PRINCIPIA LH-01 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > PROTETOR SOLAR;4;4;0;R$ 31,55; R$ -   ;Ok;
119287;LOCAO HIDRATANTE PRINCIPIA LH-01 500ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CUIDADOS COM A PELE;2;2;0;R$ 56,57; R$ -   ;Ok;
62761;LONG JACK  900MG C/ 60CAPS;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;1;1;0;R$ 75,83; R$ -   ;Ok;
61028;LOPERAMIDA 2MG C/ 12CP;PRINCIPAL > 2 - GENÉRICOS > GEN RX ONE;6;6;0;R$ 3,24; R$ -   ;Ok;
56187;LOPRAZOL 20 MG C/ 28 CAP;PRINCIPAL > 3 - SIMILARES > SIM USO CONT;4;4;0;R$ 2,94; R$ -   ;Ok;
63719;LORATADINA  10MG C/ 12CP;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;5;5;0;R$ 1,32; R$ -   ;Ok;
677;LORATADINA 1MG/ML XPE 100ML;PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;6;6;0;R$ 10,17; R$ -   ;Ok;
73344;LORATADINA XPE 1MG/ML 100ML(CIM);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;4;4;0;R$ 4,43; R$ -   ;Ok;
73356;LORATADINA XPE 1MG/ML 100ML(PRA);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP ULT ONE;6;6;0;R$ 4,94; R$ -   ;Ok;
1209;LORATAMED 10MG C/ 12CP;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;196;177;-19;R$ 2,09;-R$ 39,71;Perda;
64060;LORATAMED D  XPE 60ML;PRINCIPAL > 3 - SIMILARES > SIM RX BONIF ONE;1;1;0;R$ 10,19; R$ -   ;Ok;
815;LORATAMED XPE 100ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;3;3;0;R$ 7,02; R$ -   ;Ok;
65252;LORAZEPAM  2MG 30CPRS (LEGRAND);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;2;2;0;R$ 5,59; R$ -   ;Ok;
197;LORAZEPAM 2MG C/ 20CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;9;9;0;R$ 4,07; R$ -   ;Ok;
676;LORAZEPAM 2MG C/ 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN CONTROL;1;1;0;R$ 5,03; R$ -   ;Ok;
1155;LORITIL XPE 1MG/ML 100ML (GEOLAB);PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ULT ONE;1;1;0;R$ 8,29; R$ -   ;Ok;
1716;LOSARTANA 100MG C/ 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;3;3;0;R$ 27,30; R$ -   ;Ok;
59062;LOSARTANA 100MG C/30CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT ULT ONE;2;2;0;R$ 12,55; R$ -   ;Ok;
73398;LOSARTANA POTASSICA 50MG 30CP (EMS) FP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;196;194;-2;R$ 1,08;-R$ 2,16;Perda;
73382;LOSARTANA POTASSICA 50MG C/ 30CP(EUR);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;95;86;-9;R$ 1,28;-R$ 11,52;Perda;
111993;LOSARTANA POTASSICA 50MG C/ 30CP(MEDLEY);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 1,97; R$ -   ;Ok;
73428;LOSARTANA POTASSICA 50MG C/ 30CP(TEU);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;13;12;-1;R$ 2,13;-R$ 2,13;Perda;
1937;LOSARTANA+HCT 100MG C/30 CP (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONT SEM ONE;3;2;-1;R$ 13,58;-R$ 13,58;Perda;
1335;LOSARTANA+HCT 50/12,5MG C/ 30CP (EMS);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;3;3;0;R$ 13,69; R$ -   ;Ok;
62194;LOSARTANA+HCT 50MG/12,5MG C/ 30CP (SANDOZ);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;18;18;0;R$ 6,95; R$ -   ;Ok;
1337;LOSARTANA+HCT GEN  50MG 30CPR (EURO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;12;12;0;R$ 6,47; R$ -   ;Ok;
1812;LOSARTANA+HIDROCLOROTIAZI 100 MG + 25 MG C/ 30 CP;PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;1;1;0;R$ 17,72; R$ -   ;Ok;
118279;LOSARTANA+HIDROCLOROTIAZIDA 100+25MG 30CP (TEUTO);PRINCIPAL > 2 - GENÉRICOS > GEN USO CONTI;2;2;0;R$ 11,69; R$ -   ;Ok;
125442;LOSARTANA+HIDROCLOROTIAZIDA 100MG/25MG 30 CP (PRATI);PRINCIPAL > 2 - GENÉRICOS > GEN_RX;2;2;0;R$ 9,01; R$ -   ;Ok;
56727;LOTAR 5/100MG C/ 30CAPS;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 67,83; R$ -   ;Ok;
111658;LOZAN 20MG/G 100ML;PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;1;1;0;R$ 13,58; R$ -   ;Ok;
743;LOZAN CR DERM 20MG/G 30G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 5,25; R$ -   ;Ok;
60498;LUB INT KMED 106G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;77;77;0;R$ 9,31; R$ -   ;Ok;
59372;LUB INT KMED 2 EM 1 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;2;2;0;R$ 15,80; R$ -   ;Ok;
58976;LUB INT KMED 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;73;79;6;R$ 5,02;R$ 30,12;Sobra;
59620;LUB INT KMED HOT 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;1;1;0;R$ 16,01; R$ -   ;Ok;
61653;LUB INT KMED ICE 200G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;1;0;-1;R$ 15,77;-R$ 15,77;Perda;
57741;LUB INT K-Y INTIMO 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;3;3;0;R$ 17,51; R$ -   ;Ok;
125299;LUBRIFICANTE BLOWTEX SKYN NATURALY ENDLESS 50G;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 15,06; R$ -   ;Ok;
125381;LUBRIFICANTE INTIMO K-Y HOT ULTRAGEL 50G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > LUBRIFICANTES;2;2;0;R$ 20,74; R$ -   ;Ok;
61666;LUFTA GASTRO  FR 150ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 46,65; R$ -   ;Ok;
72932;LUFTAGASTROPRO 100/20MG/ML C/ 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;48;48;0;R$ 2,95; R$ -   ;Ok;
839;LUFTAL 40MG C/ 20CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 34,98; R$ -   ;Ok;
61733;LUFTAL 75MG/ML C/ 30ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 40,56; R$ -   ;Ok;
1028;LUFTAL GTS 75MG C/ 15ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;10;10;0;R$ 20,87; R$ -   ;Ok;
64542;LUFTAL INF 15ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 27,58; R$ -   ;Ok;
1082;LUFTAL MAX 125MG C/ 10CAPS;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;3;3;0;R$ 23,97; R$ -   ;Ok;
111436;LUFTAL MAX 150MG/ML GOTAS 15ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 43,02; R$ -   ;Ok;
61302;LUGANO 12M/250MCG C/ 60CAPS REFI;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 77,70; R$ -   ;Ok;
56576;LUMIGAN RC COL 3ML;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 116,74; R$ -   ;Ok;
65525;LUNAH 1MG/ML 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 41,93; R$ -   ;Ok;
66334;LUNAH SOL OFT 2MG 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 49,93; R$ -   ;Ok;
71132;LUNERA SOL OFT C/1 FRASC 10ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 48,19; R$ -   ;Ok;
72214;LUR 5MG C/10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.03 - RX PROPAGADO;1;1;0;R$ 51,31; R$ -   ;Ok;
66388;LUTAB 40MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 348,88; R$ -   ;Ok;
68336;LUTAB 80MG  C/30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;1;1;0;R$ 409,56; R$ -   ;Ok;
61455;LUVA MUSCULACAO KESTA  PRETO M;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > LUVAS;2;2;0;R$ 48,42; R$ -   ;Ok;
61654;LUVA PROTETORA KESTAL  PINK  M;PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > LUVAS;1;1;0;R$ 48,78; R$ -   ;Ok;
457;MACRODANTINA 100MG C/ 28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.05 - ANTIMICROB PROP;2;2;0;R$ 13,79; R$ -   ;Ok;
65865;MAG B C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 74,32; R$ -   ;Ok;
118547;MAG+QUELATUS 60CP (MOMENTA);PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.07 - OTC/MIP;1;1;0;R$ 90,80; R$ -   ;Ok;
59239;MAGMAX HORTELA 100 ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;2;2;0;R$ 7,13; R$ -   ;Ok;
59425;MAGMAX TRADICIONAL 100ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;4;4;0;R$ 7,03; R$ -   ;Ok;
57348;MAGNALIV C/ 30CP REV;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 92,98; R$ -   ;Ok;
56935;MAGNAZIA SUSP 240ML;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP ONE;3;3;0;R$ 9,86; R$ -   ;Ok;
56158;MAGNEN B6 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 102,09; R$ -   ;Ok;
63220;MAGNEN B6 70 COMPRIMIDOS REV;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;2;2;0;R$ 202,08; R$ -   ;Ok;
83;MAGNESIA BISURADA ENV 10CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;21;20;-1;R$ 9,30;-R$ 9,30;Perda;
118927;MAGNESIO PLUS VITAFOR 90 CAPSULAS;PRINCIPAL > 6 - CONVENIÊNCIA > NUTRICAO ESPORTIVA;3;1;-2;R$ 61,15;-R$ 122,30;Perda;
125699;MAGNESIO TRIO MALATO+QUELATO+TAURATO 60 CAPSULAS (KATIGUA);PRINCIPAL > 3 - SIMILARES > SIM_LIBERADO;3;3;0;R$ 33,13; R$ -   ;Ok;
73203;MALEATO DE DEXCLORFENIRAM 2 MG C/ 20 CP(NEO);PRINCIPAL > 2 - GENÉRICOS > GEN OTC/MIP;2;2;0;R$ 4,14; R$ -   ;Ok;
62878;MAMAD LOLLY  ZOO Z/ALCA 250ML AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 15,56; R$ -   ;Ok;
68366;MAMAD LOLLY BIG AZUL 330ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;4;4;0;R$ 17,45; R$ -   ;Ok;
59632;MAMAD LOLLY BIG CLEAN 340ML AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 17,21; R$ -   ;Ok;
61852;MAMAD LOLLY BIG CLEAN SIL AZUL 340ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 17,85; R$ -   ;Ok;
64092;MAMAD LOLLY BIG DREAMS C/ALCA 350ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 25,05; R$ -   ;Ok;
64295;MAMAD LOLLY BIG DREAMS C/ALCA 350ML AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 26,48; R$ -   ;Ok;
63856;MAMAD LOLLY BIG TIP BICO SIL ROS240ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS P/BANHO;1;1;0;R$ 12,91; R$ -   ;Ok;
70965;MAMAD LOLLY BIG VIVA ROSA 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 16,72; R$ -   ;Ok;
62080;MAMAD LOLLY BIG ZOO SIL ROSA 330ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 19,26; R$ -   ;Ok;
61856;MAMAD LOLLY DREAMS AZUL 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;4;2;R$ 17,58;R$ 35,16;Sobra Justificada;
60206;MAMAD LOLLY DREAMS BICO RED 250ML AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;0;-2;R$ 17,58;-R$ 35,16;Perda;
63286;MAMAD LOLLY DREAMS RS 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 17,06; R$ -   ;Ok;
62757;MAMAD LOLLY MINI OCEANO 50ML AZ;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;0;-1;R$ 9,91;-R$ 9,91;Perda;
62846;MAMAD LOLLY MINI OCEANO 50ML RS;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 9,83; R$ -   ;Ok;
59739;MAMAD MAM BOYS ORTO AZUL 330ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 41,77; R$ -   ;Ok;
71531;MAMAD MAM EASY ACTIVE AZ 270ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 38,34; R$ -   ;Ok;
71532;MAMAD MAM EASY ACTIVE ROSA 270ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;2;2;0;R$ 38,44; R$ -   ;Ok;
119529;MAMADEIRA NATURE AURE C/ALCA FEMININA 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 25,62; R$ -   ;Ok;
119530;MAMADEIRA NATURE AURE C/ALCA MASCULINA 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;3;3;0;R$ 25,61; R$ -   ;Ok;
119532;MAMADEIRA NATURE AURE FLOW MASCULINA 330ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > ACESSORIOS INFANTIS;1;1;0;R$ 24,33; R$ -   ;Ok;
63659;MAMADES 0,075MCG C/ 28CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.06 - ANTICONCEP PROP;1;1;0;R$ 31,64; R$ -   ;Ok;
57330;MAMYLAN 30G;PRINCIPAL > 3 - SIMILARES > SIM OTC MIP;1;1;0;R$ 26,35; R$ -   ;Ok;
71948;MANA INFANTIL KIDS 30ML;PRINCIPAL > 3 - SIMILARES > OFICINAIS;1;0;-1;R$ 4,47;-R$ 4,47;Perda;
65846;MANTIDAN 100MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.01 - CONTROLADO PROP;6;6;0;R$ 28,11; R$ -   ;Ok;
63071;MAQ 30CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 45,57; R$ -   ;Ok;
62382;MAQ SENIOR 60CP;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 44,20; R$ -   ;Ok;
61444;MARACUGINA  SOL 90MG/ML 100M;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 39,89; R$ -   ;Ok;
60574;MARESIS SPRAY BABY 100ML;PRINCIPAL > 1 - ÉTICOS > MIPS PROPAGADOS > 1.02 - OTC/MIP PROPAG;1;1;0;R$ 43,47; R$ -   ;Ok;
155;MAREVAN 5MG C/ 10CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 8,23; R$ -   ;Ok;
1094;MAREVAN 5MG C/ 30CP;PRINCIPAL > 1 - ÉTICOS > MPX PROPAGADO > 1.04 - USO CONT PROPAG;1;1;0;R$ 25,38; R$ -   ;Ok;
72044;MASC CAP VULT  EXPLOSÃO DE FORÇA  250G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 18,50; R$ -   ;Ok;
72043;MASC CAP VULT  LISO PROFUNDO  250G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 18,50; R$ -   ;Ok;
72042;MASC CAP VULT  REC DE HIDRATAÇÃO 250G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 18,50; R$ -   ;Ok;
73860;MASC DESC MUNILA INFANTIL C/ 10UND(MUN);PRINCIPAL > 5 - PERFUMARIA > PRIMEIROS SOCORROS > MASCARAS;21;21;0;R$ 10,99; R$ -   ;Ok;
71409;MASC FAC CORPO DOURADO CLINIC+ 100ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO FACIAL;1;1;0;R$ 10,61; R$ -   ;Ok;
70308;MASC P/CILIOS VULT VOLUME UP;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ACESSORIOS MAQUIAGEM;1;1;0;R$ 18,55; R$ -   ;Ok;
72263;MASC TRAT DOVE 10 EM 1 270G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 23,99; R$ -   ;Ok;
111639;MASC TRAT DOVE BOND REPAIR 250G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 25,16; R$ -   ;Ok;
64553;MASC TRAT NIELY GOLD LISO PROLONGADO 430G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;2;2;0;R$ 13,01; R$ -   ;Ok;
63722;MASC TRAT PANTENE LISO EXT 270ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;5;5;0;R$ 19,02; R$ -   ;Ok;
64149;MASC TRAT PANTENE RESTAURACAO 270ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > TRATAMENTO CAPILAR;1;1;0;R$ 19,18; R$ -   ;Ok;
